Mar,12,00:33,/home/corgi/.vim/.netrwhist,
Mar,12,00:47,/home/corgi/.xsession-errors,
Mar,11,23:57,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:57,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:57,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:52,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:59,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:59,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:20,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:54,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:46,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:20,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:19,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:21,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:20,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:58,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:56,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:46,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:19,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:16,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:52,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:52,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:23,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:58,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:20,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:52,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:48,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:19,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:19,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:20,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:59,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:57,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:46,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:59,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:20,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:59,/home/corgi/.cache/chromium/Default/Code\,
Mar,11,23:56,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:21,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:20,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:20,/home/corgi/.cache/chromium/Default/Code\,
Mar,12,00:21,/home/corgi/.cache/chromium/Default/Code\,
